TheTime,AIN0,,AIN1,AIN2,AIN3,AVERAGE,AIN1
42333.60802,2.394762,36.931,2.597479,2.451109,1.394692,,
42333.60802,2.38973,36.932,2.597479,2.456138,1.384634,,
42333.60802,2.404825,36.933,2.597479,2.451109,1.379605,,
42333.60802,2.404825,36.934,2.597479,2.451109,1.379605,,
42333.60802,2.399794,36.935,2.597479,2.456138,1.379605,,
42333.60802,2.404825,36.936,2.602515,2.451109,1.389663,,
42333.60802,2.414889,36.937,2.602515,2.44608,1.389663,,
42333.60802,2.409857,36.938,2.597479,2.456138,1.379605,,
42333.60802,2.399794,36.939,2.612587,2.441051,1.379605,,
42333.60802,2.404825,36.94,2.597479,2.451109,1.384634,,
42333.60802,2.399794,36.941,2.587408,2.451109,1.379605,,
42333.60802,2.38973,36.942,2.592444,2.44608,1.389663,,
42333.60802,2.399794,36.943,2.597479,2.44608,1.384634,,
42333.60802,2.399794,36.944,2.602515,2.441051,1.379605,,
42333.60802,2.404825,36.945,2.602515,2.44608,1.384634,,
42333.60802,2.404825,36.946,2.602515,2.441051,1.384634,,
42333.60802,2.399794,36.947,2.597479,2.44608,1.384634,,
42333.60802,2.404825,36.948,2.612587,2.436022,1.379605,,
42333.60802,2.414889,36.949,2.597479,2.44608,1.379605,,
42333.60802,2.399794,36.95,2.602515,2.456138,1.394692,,
42333.60802,2.399794,36.951,2.592444,2.461167,1.384634,,
42333.60802,2.38973,36.952,2.592444,2.461167,1.384634,,
42333.60802,2.399794,36.953,2.592444,2.451109,1.384634,,
42333.60802,2.404825,36.954,2.592444,2.451109,1.384634,,
42333.60802,2.414889,36.955,2.587408,2.451109,1.384634,,
42333.60802,2.414889,36.956,2.597479,2.44608,1.389663,,
42333.60802,2.414889,36.957,2.597479,2.430993,1.384634,,
42333.60802,2.41992,36.958,2.602515,2.44608,1.389663,,
42333.60802,2.409857,36.959,2.602515,2.451109,1.379605,,
42333.60802,2.404825,36.96,2.592444,2.451109,1.384634,,
42333.60802,2.394762,36.961,2.597479,2.44608,1.389663,,
42333.60802,2.38973,36.962,2.597479,2.461167,1.389663,,
42333.60802,2.399794,36.963,2.592444,2.44608,1.389663,,
42333.60802,2.399794,36.964,2.587408,2.451109,1.394692,,
42333.60802,2.399794,36.965,2.592444,2.441051,1.384634,,
42333.60802,2.404825,36.966,2.602515,2.441051,1.379605,,
42333.60802,2.404825,36.967,2.592444,2.44608,1.384634,,
42333.60802,2.414889,36.968,2.597479,2.44608,1.389663,,
42333.60802,2.394762,36.969,2.597479,2.44608,1.384634,,
42333.60802,2.399794,36.97,2.597479,2.451109,1.389663,,
42333.60802,2.394762,36.971,2.592444,2.451109,1.389663,,
42333.60802,2.384699,36.972,2.592444,2.451109,1.389663,,
42333.60802,2.394762,36.973,2.597479,2.44608,1.379605,,
42333.60802,2.404825,36.974,2.597479,2.44608,1.379605,,
42333.60982,2.404825,36.975,2.597479,2.44608,1.389663,,
42333.60982,2.404825,36.976,2.597479,2.44608,1.389663,,
42333.60982,2.399794,36.977,2.592444,2.456138,1.384634,,
42333.60982,2.394762,36.978,2.592444,2.441051,1.389663,,
42333.60982,2.399794,36.979,2.592444,2.44608,1.384634,,
42333.60982,2.404825,36.98,2.602515,2.451109,1.399721,,
42333.60982,2.404825,36.981,2.587408,2.451109,1.384634,,
42333.60982,2.404825,36.982,2.592444,2.451109,1.379605,,
42333.60982,2.404825,36.983,2.607551,2.44608,1.384634,,
42333.60982,2.409857,36.984,2.602515,2.451109,1.379605,,
42333.60982,2.41992,36.985,2.597479,2.44608,1.389663,,
42333.60982,2.409857,36.986,2.592444,2.456138,1.389663,,
42333.60982,2.399794,36.987,2.587408,2.456138,1.384634,,
42333.60982,2.399794,36.988,2.602515,2.456138,1.389663,,
42333.60982,2.394762,36.989,2.597479,2.461167,1.379605,,
42333.60982,2.404825,36.99,2.597479,2.461167,1.384634,,
42333.60982,2.404825,36.991,2.587408,2.451109,1.384634,,
42333.60982,2.404825,36.992,2.587408,2.44608,1.384634,,
42333.60982,2.404825,36.993,2.597479,2.44608,1.379605,,
42333.60982,2.404825,36.994,2.597479,2.451109,1.389663,,
42333.60982,2.409857,36.995,2.602515,2.44608,1.384634,,
42333.60982,2.409857,36.996,2.597479,2.44608,1.379605,,
42333.60982,2.404825,36.997,2.587408,2.44608,1.384634,,
42333.60982,2.399794,36.998,2.592444,2.451109,1.384634,,
42333.60982,2.399794,36.999,2.587408,2.456138,1.384634,,
42333.60982,2.404825,37,2.592444,2.451109,1.394692,,
42333.60982,2.399794,37.001,2.592444,2.451109,1.389663,,
42333.60982,2.409857,37.002,2.597479,2.44608,1.384634,,
42333.60982,2.409857,37.003,2.597479,2.44608,1.384634,,
42333.60982,2.409857,37.004,2.597479,2.44608,1.384634,,
42333.60982,2.409857,37.005,2.597479,2.451109,1.389663,,
42333.60982,2.404825,37.006,2.592444,2.456138,1.379605,,
42333.60982,2.394762,37.007,2.587408,2.456138,1.379605,,
42333.60982,2.394762,37.008,2.597479,2.461167,1.374576,,
42333.60982,2.394762,37.009,2.577336,2.456138,1.379605,,
42333.60982,2.399794,37.01,2.587408,2.451109,1.389663,,
42333.60982,2.404825,37.011,2.602515,2.44608,1.384634,,
42333.60982,2.409857,37.012,2.592444,2.451109,1.389663,,
42333.60982,2.409857,37.013,2.612587,2.44608,1.389663,,
42333.60982,2.414889,37.014,2.607551,2.436022,1.389663,,
42333.60982,2.404825,37.015,2.597479,2.44608,1.379605,,
42333.60982,2.404825,37.016,2.582372,2.456138,1.384634,,
42333.60982,2.404825,37.017,2.587408,2.456138,1.389663,,
42333.60982,2.394762,37.018,2.597479,2.456138,1.379605,,
42333.60982,2.399794,37.019,2.592444,2.456138,1.389663,,
42333.60982,2.399794,37.02,2.587408,2.451109,1.384634,,
42333.60982,2.409857,37.021,2.587408,2.451109,1.389663,,
42333.60982,2.399794,37.022,2.587408,2.44608,1.389663,,
42333.60982,2.409857,37.023,2.592444,2.436022,1.384634,,
42333.60982,2.399794,37.024,2.597479,2.441051,1.389663,,
42333.60982,2.409857,37.025,2.597479,2.44608,1.394692,,
42333.60982,2.399794,37.026,2.597479,2.44608,1.384634,,
42333.60982,2.404825,37.027,2.602515,2.461167,1.389663,,
42333.60982,2.394762,37.028,2.602515,2.456138,1.384634,,
42333.60982,2.399794,37.029,2.602515,2.451109,1.379605,,
42333.60982,2.404825,37.03,2.597479,2.451109,1.389663,,
42333.60982,2.404825,37.031,2.602515,2.451109,1.379605,,
42333.60982,2.404825,37.032,2.592444,2.44608,1.384634,,
42333.60982,2.399794,37.033,2.602515,2.441051,1.379605,,
42333.60982,2.414889,37.034,2.602515,2.44608,1.384634,,
42333.60982,2.409857,37.035,2.602515,2.456138,1.379605,,
42333.60982,2.404825,37.036,2.597479,2.456138,1.379605,,
42333.60982,2.399794,37.037,2.602515,2.451109,1.384634,,
42333.60982,2.394762,37.038,2.612587,2.456138,1.389663,,
42333.60982,2.404825,37.039,2.587408,2.456138,1.389663,,
42333.60982,2.404825,37.04,2.602515,2.456138,1.384634,,
42333.60982,2.404825,37.041,2.602515,2.461167,1.379605,,
42333.60982,2.414889,37.042,2.607551,2.44608,1.384634,,
42333.60982,2.404825,37.043,2.602515,2.441051,1.389663,,
42333.60982,2.409857,37.044,2.612587,2.44608,1.389663,,
42333.60982,2.414889,37.045,2.602515,2.44608,1.384634,,
42333.60982,2.404825,37.046,2.597479,2.451109,1.389663,,
42333.60982,2.404825,37.047,2.592444,2.44608,1.379605,,
42333.60982,2.404825,37.048,2.597479,2.441051,1.384634,,
42333.60982,2.394762,37.049,2.597479,2.456138,1.389663,,
42333.60982,2.404825,37.05,2.592444,2.44608,1.384634,,
42333.60982,2.409857,37.051,2.597479,2.451109,1.384634,,
42333.60982,2.409857,37.052,2.602515,2.441051,1.384634,,
42333.60982,2.404825,37.053,2.602515,2.441051,1.379605,,
42333.60982,2.414889,37.054,2.607551,2.44608,1.379605,,
42333.60982,2.409857,37.055,2.597479,2.44608,1.394692,,
42333.60982,2.404825,37.056,2.592444,2.451109,1.384634,,
42333.60982,2.38973,37.057,2.592444,2.451109,1.389663,,
42333.60982,2.394762,37.058,2.597479,2.456138,1.394692,,
42333.60982,2.38973,37.059,2.597479,2.44608,1.384634,,
42333.60982,2.399794,37.06,2.597479,2.451109,1.384634,,
42333.60982,2.394762,37.061,2.602515,2.44608,1.379605,,
42333.60982,2.399794,37.062,2.602515,2.44608,1.389663,,
42333.60982,2.409857,37.063,2.612587,2.44608,1.389663,,
42333.60982,2.409857,37.064,2.602515,2.44608,1.384634,,
42333.60982,2.404825,37.065,2.597479,2.456138,1.379605,,
42333.60982,2.399794,37.066,2.597479,2.451109,1.384634,,
42333.60982,2.409857,37.067,2.602515,2.44608,1.379605,,
42333.60982,2.399794,37.068,2.592444,2.451109,1.389663,,
42333.60982,2.404825,37.069,2.592444,2.456138,1.389663,,
42333.60982,2.409857,37.07,2.592444,2.456138,1.384634,,
42333.60982,2.409857,37.071,2.597479,2.44608,1.384634,,
42333.60982,2.404825,37.072,2.597479,2.441051,1.379605,,
42333.60982,2.404825,37.073,2.597479,2.430993,1.384634,,
42333.60982,2.399794,37.074,2.612587,2.436022,1.384634,,
42333.60982,2.404825,37.075,2.597479,2.451109,1.399721,,
42333.60982,2.404825,37.076,2.587408,2.456138,1.389663,,
42333.60982,2.399794,37.077,2.592444,2.461167,1.384634,,
42333.60982,2.394762,37.078,2.597479,2.456138,1.379605,,
42333.60982,2.399794,37.079,2.592444,2.451109,1.384634,,
42333.60982,2.399794,37.08,2.587408,2.451109,1.394692,,
42333.60982,2.409857,37.081,2.597479,2.456138,1.384634,,
42333.60982,2.404825,37.082,2.597479,2.456138,1.379605,,
42333.60982,2.404825,37.083,2.587408,2.44608,1.384634,,
42333.60982,2.414889,37.084,2.602515,2.451109,1.384634,,
42333.60982,2.404825,37.085,2.597479,2.456138,1.384634,,
42333.60982,2.399794,37.086,2.597479,2.456138,1.389663,,
42333.60982,2.404825,37.087,2.592444,2.456138,1.384634,,
42333.60982,2.404825,37.088,2.597479,2.456138,1.399721,,
42333.60982,2.404825,37.089,2.592444,2.461167,1.384634,,
42333.60982,2.409857,37.09,2.597479,2.456138,1.384634,,
42333.60982,2.404825,37.091,2.597479,2.44608,1.389663,,
42333.60982,2.404825,37.092,2.597479,2.44608,1.389663,,
42333.60982,2.409857,37.093,2.597479,2.441051,1.389663,,
42333.60982,2.409857,37.094,2.597479,2.451109,1.394692,,
42333.60982,2.404825,37.095,2.597479,2.451109,1.374576,,
42333.60982,2.394762,37.096,2.592444,2.456138,1.384634,,
42333.60982,2.394762,37.097,2.592444,2.456138,1.384634,,
42333.60982,2.38973,37.098,2.602515,2.451109,1.384634,,
42333.60982,2.394762,37.099,2.587408,2.451109,1.379605,,
42333.60982,2.404825,37.1,2.592444,2.44608,1.394692,,
42333.60982,2.404825,37.101,2.597479,2.44608,1.384634,,
42333.60982,2.409857,37.102,2.592444,2.441051,1.384634,,
42333.60982,2.404825,37.103,2.602515,2.44608,1.379605,,
42333.60982,2.409857,37.104,2.597479,2.451109,1.379605,,
42333.60982,2.399794,37.105,2.587408,2.461167,1.389663,,
42333.60982,2.404825,37.106,2.572301,2.456138,1.379605,,
42333.60982,2.394762,37.107,2.592444,2.451109,1.384634,,
42333.60982,2.394762,37.108,2.592444,2.451109,1.379605,,
42333.60982,2.399794,37.109,2.597479,2.44608,1.384634,,
42333.60982,2.409857,37.11,2.602515,2.44608,1.379605,,
42333.60982,2.41992,37.111,2.592444,2.441051,1.384634,,
42333.60982,2.409857,37.112,2.597479,2.44608,1.384634,,
42333.60982,2.414889,37.113,2.602515,2.451109,1.389663,,
42333.60982,2.404825,37.114,2.602515,2.44608,1.379605,,
42333.60982,2.414889,37.115,2.597479,2.441051,1.379605,,
42333.60982,2.404825,37.116,2.587408,2.441051,1.389663,,
42333.60982,2.399794,37.117,2.597479,2.44608,1.379605,,
42333.60982,2.399794,37.118,2.582372,2.44608,1.379605,,
42333.60982,2.404825,37.119,2.592444,2.456138,1.384634,,
42333.60982,2.404825,37.12,2.592444,2.451109,1.384634,,
42333.60982,2.409857,37.121,2.597479,2.441051,1.379605,,
42333.60982,2.404825,37.122,2.597479,2.441051,1.379605,,
42333.60982,2.404825,37.123,2.602515,2.441051,1.379605,,
42333.60982,2.404825,37.124,2.597479,2.451109,1.379605,,
42333.60982,2.399794,37.125,2.592444,2.456138,1.389663,,
42333.60982,2.399794,37.126,2.592444,2.456138,1.384634,,
42333.60982,2.399794,37.127,2.592444,2.451109,1.389663,,
42333.60982,2.404825,37.128,2.607551,2.451109,1.384634,,
42333.60982,2.399794,37.129,2.592444,2.451109,1.389663,,
42333.60982,2.399794,37.13,2.587408,2.44608,1.389663,,
42333.60982,2.414889,37.131,2.597479,2.441051,1.384634,,
42333.60982,2.414889,37.132,2.602515,2.44608,1.389663,,
42333.60982,2.414889,37.133,2.602515,2.44608,1.389663,,
42333.60982,2.409857,37.134,2.592444,2.451109,1.379605,,
42333.60982,2.404825,37.135,2.587408,2.461167,1.384634,,
42333.60982,2.399794,37.136,2.582372,2.451109,1.384634,,
42333.60982,2.394762,37.137,2.592444,2.451109,1.384634,,
42333.60982,2.399794,37.138,2.602515,2.441051,1.379605,,
42333.60982,2.394762,37.139,2.592444,2.441051,1.384634,,
42333.60982,2.414889,37.14,2.587408,2.451109,1.389663,,
42333.60982,2.414889,37.141,2.597479,2.44608,1.399721,,
42333.60982,2.414889,37.142,2.602515,2.436022,1.379605,,
42333.60982,2.409857,37.143,2.592444,2.44608,1.379605,,
42333.60982,2.399794,37.144,2.597479,2.451109,1.399721,,
42333.60982,2.399794,37.145,2.597479,2.461167,1.394692,,
42333.60982,2.394762,37.146,2.587408,2.461167,1.384634,,
42333.60982,2.38973,37.147,2.592444,2.456138,1.379605,,
42333.60982,2.399794,37.148,2.592444,2.456138,1.384634,,
42333.60982,2.394762,37.149,2.587408,2.451109,1.384634,,
42333.60982,2.404825,37.15,2.597479,2.44608,1.389663,,
42333.60982,2.409857,37.151,2.592444,2.451109,1.384634,,
42333.60982,2.414889,37.152,2.607551,2.44608,1.384634,,
42333.60982,2.404825,37.153,2.607551,2.441051,1.389663,,
42333.60982,2.404825,37.154,2.607551,2.44608,1.384634,,
42333.60982,2.399794,37.155,2.587408,2.451109,1.379605,,
42333.60982,2.394762,37.156,2.592444,2.456138,1.379605,,
42333.60982,2.404825,37.157,2.592444,2.451109,1.379605,,
42333.60982,2.404825,37.158,2.592444,2.451109,1.384634,,
42333.60982,2.404825,37.159,2.587408,2.456138,1.389663,,
42333.60982,2.404825,37.16,2.587408,2.451109,1.389663,,
42333.60982,2.404825,37.161,2.597479,2.44608,1.384634,,
42333.60982,2.409857,37.162,2.597479,2.451109,1.384634,,
42333.60982,2.414889,37.163,2.607551,2.451109,1.389663,,
42333.60982,2.409857,37.164,2.602515,2.451109,1.389663,,
42333.60982,2.404825,37.165,2.587408,2.456138,1.389663,,
42333.60982,2.394762,37.166,2.587408,2.451109,1.379605,,
42333.60982,2.394762,37.167,2.597479,2.451109,1.384634,,
42333.60982,2.399794,37.168,2.597479,2.461167,1.389663,,
42333.60982,2.414889,37.169,2.602515,2.456138,1.394692,,
42333.60982,2.414889,37.17,2.602515,2.451109,1.379605,,
42333.60982,2.41992,37.171,2.607551,2.451109,1.379605,,
42333.60982,2.414889,37.172,2.602515,2.44608,1.379605,,
42333.60982,2.404825,37.173,2.607551,2.44608,1.394692,,
42333.60982,2.404825,37.174,2.602515,2.44608,1.389663,,
42333.60982,2.399794,37.175,2.592444,2.456138,1.389663,,
42333.60982,2.399794,37.176,2.597479,2.461167,1.384634,,
42333.60982,2.399794,37.177,2.602515,2.451109,1.389663,,
42333.60982,2.394762,37.178,2.592444,2.451109,1.389663,,
42333.60982,2.404825,37.179,2.592444,2.441051,1.384634,,
42333.60982,2.409857,37.18,2.597479,2.451109,1.389663,,
42333.60982,2.404825,37.181,2.602515,2.44608,1.379605,,
42333.60982,2.414889,37.182,2.607551,2.441051,1.389663,,
42333.60982,2.409857,37.183,2.602515,2.441051,1.389663,,
42333.60982,2.414889,37.184,2.602515,2.44608,1.384634,,
42333.60982,2.409857,37.185,2.592444,2.451109,1.384634,,
42333.60982,2.394762,37.186,2.587408,2.456138,1.379605,,
42333.60982,2.38973,37.187,2.592444,2.44608,1.379605,,
42333.60982,2.38973,37.188,2.602515,2.456138,1.389663,,
42333.60982,2.404825,37.189,2.597479,2.456138,1.389663,,
42333.60982,2.404825,37.19,2.602515,2.451109,1.379605,,
42333.60982,2.404825,37.191,2.602515,2.44608,1.379605,,
42333.60982,2.409857,37.192,2.597479,2.44608,1.389663,,
42333.60982,2.414889,37.193,2.607551,2.451109,1.379605,,
42333.60982,2.409857,37.194,2.602515,2.456138,1.389663,,
42333.60982,2.399794,37.195,2.597479,2.441051,1.389663,,
42333.60982,2.399794,37.196,2.592444,2.451109,1.389663,,
42333.60982,2.394762,37.197,2.592444,2.451109,1.389663,,
42333.60982,2.394762,37.198,2.592444,2.456138,1.384634,,
42333.60982,2.404825,37.199,2.587408,2.456138,1.379605,,
42333.60982,2.409857,37.2,2.602515,2.451109,1.389663,,
42333.60982,2.409857,37.201,2.597479,2.451109,1.389663,,
42333.60982,2.404825,37.202,2.607551,2.44608,1.389663,,
42333.60982,2.404825,37.203,2.602515,2.451109,1.379605,,
42333.60982,2.404825,37.204,2.602515,2.44608,1.384634,,
42333.60982,2.404825,37.205,2.587408,2.451109,1.384634,,
42333.60982,2.399794,37.206,2.592444,2.456138,1.384634,,
42333.60982,2.399794,37.207,2.602515,2.451109,1.379605,,
42333.60982,2.394762,37.208,2.597479,2.44608,1.379605,,
42333.60982,2.394762,37.209,2.592444,2.456138,1.384634,,
42333.60982,2.399794,37.21,2.592444,2.44608,1.384634,,
42333.60982,2.399794,37.211,2.592444,2.456138,1.379605,,
42333.60982,2.399794,37.212,2.607551,2.44608,1.384634,,
42333.60982,2.409857,37.213,2.607551,2.451109,1.389663,,
42333.60982,2.409857,37.214,2.602515,2.456138,1.379605,,
42333.60982,2.394762,37.215,2.597479,2.456138,1.384634,,
42333.60982,2.399794,37.216,2.587408,2.451109,1.379605,,
42333.60982,2.399794,37.217,2.592444,2.451109,1.379605,,
42333.60982,2.399794,37.218,2.587408,2.456138,1.379605,,
42333.60982,2.399794,37.219,2.597479,2.451109,1.389663,,
42333.60982,2.404825,37.22,2.607551,2.44608,1.384634,,
42333.60982,2.404825,37.221,2.612587,2.451109,1.384634,,
42333.60982,2.404825,37.222,2.602515,2.436022,1.384634,,
42333.60982,2.399794,37.223,2.602515,2.44608,1.384634,,
42333.60982,2.404825,37.224,2.607551,2.451109,1.379605,,
42333.60982,2.409857,37.225,2.602515,2.451109,1.389663,,
42333.60982,2.399794,37.226,2.592444,2.451109,1.389663,,
42333.60982,2.404825,37.227,2.602515,2.456138,1.389663,,
42333.60982,2.399794,37.228,2.592444,2.44608,1.384634,,
42333.60982,2.399794,37.229,2.597479,2.451109,1.384634,,
42333.60982,2.404825,37.23,2.592444,2.456138,1.379605,,
42333.60982,2.394762,37.231,2.597479,2.44608,1.384634,,
42333.60982,2.404825,37.232,2.597479,2.441051,1.384634,,
42333.60982,2.404825,37.233,2.597479,2.441051,1.384634,,
42333.60982,2.399794,37.234,2.602515,2.451109,1.389663,,
42333.60982,2.394762,37.235,2.592444,2.44608,1.379605,,
42333.60982,2.394762,37.236,2.592444,2.461167,1.384634,,
42333.60982,2.399794,37.237,2.592444,2.451109,1.384634,,
42333.60982,2.404825,37.238,2.602515,2.44608,1.394692,,
42333.60982,2.404825,37.239,2.582372,2.451109,1.384634,,
42333.60982,2.399794,37.24,2.592444,2.44608,1.394692,,
42333.60982,2.404825,37.241,2.597479,2.44608,1.379605,,
42333.60982,2.394762,37.242,2.592444,2.44608,1.379605,,
42333.60982,2.414889,37.243,2.597479,2.436022,1.384634,,
42333.60982,2.409857,37.244,2.597479,2.451109,1.384634,,
42333.60982,2.399794,37.245,2.587408,2.451109,1.384634,,
42333.60982,2.404825,37.246,2.587408,2.451109,1.394692,,
42333.60982,2.399794,37.247,2.602515,2.451109,1.389663,,
42333.60982,2.404825,37.248,2.597479,2.451109,1.389663,,
42333.60982,2.404825,37.249,2.602515,2.44608,1.379605,,
42333.60982,2.404825,37.25,2.592444,2.44608,1.389663,,
42333.60982,2.409857,37.251,2.587408,2.451109,1.389663,,
42333.60982,2.409857,37.252,2.592444,2.451109,1.384634,,
42333.60982,2.404825,37.253,2.607551,2.451109,1.384634,,
42333.60982,2.404825,37.254,2.602515,2.451109,1.384634,,
42333.60982,2.394762,37.255,2.587408,2.461167,1.379605,,
42333.60982,2.394762,37.256,2.592444,2.451109,1.379605,,
42333.60982,2.38973,37.257,2.587408,2.456138,1.384634,,
42333.60982,2.394762,37.258,2.597479,2.461167,1.384634,,
42333.60982,2.399794,37.259,2.592444,2.44608,1.384634,,
42333.60982,2.404825,37.26,2.607551,2.44608,1.379605,,
42333.60982,2.409857,37.261,2.602515,2.44608,1.379605,,
42333.60982,2.404825,37.262,2.597479,2.451109,1.384634,,
42333.60982,2.409857,37.263,2.617622,2.451109,1.389663,,
42333.60982,2.404825,37.264,2.602515,2.456138,1.384634,,
42333.60982,2.394762,37.265,2.592444,2.461167,1.389663,,
42333.60982,2.399794,37.266,2.587408,2.461167,1.389663,,
42333.60982,2.399794,37.267,2.592444,2.456138,1.384634,,
42333.60982,2.399794,37.268,2.587408,2.441051,1.379605,,
42333.60982,2.404825,37.269,2.592444,2.44608,1.399721,,
42333.60982,2.404825,37.27,2.592444,2.441051,1.379605,,
42333.60982,2.404825,37.271,2.597479,2.436022,1.384634,,
42333.60982,2.404825,37.272,2.602515,2.441051,1.384634,,
42333.60982,2.404825,37.273,2.607551,2.441051,1.384634,,
42333.60982,2.414889,37.274,2.602515,2.44608,1.384634,,
42333.60982,2.404825,37.275,2.592444,2.456138,1.394692,,
42333.60982,2.394762,37.276,2.592444,2.456138,1.384634,,
42333.60982,2.394762,37.277,2.592444,2.44608,1.384634,,
42333.60982,2.38973,37.278,2.592444,2.451109,1.384634,,
42333.60982,2.404825,37.279,2.582372,2.461167,1.379605,,
42333.60982,2.404825,37.28,2.602515,2.44608,1.384634,,
42333.60982,2.409857,37.281,2.597479,2.44608,1.384634,,
42333.60982,2.409857,37.282,2.602515,2.44608,1.389663,,
42333.60982,2.414889,37.283,2.612587,2.44608,1.384634,,
42333.60982,2.404825,37.284,2.602515,2.456138,1.384634,,
42333.60982,2.399794,37.285,2.582372,2.44608,1.384634,,
42333.60982,2.394762,37.286,2.592444,2.456138,1.379605,,
42333.60982,2.394762,37.287,2.592444,2.44608,1.379605,,
42333.60982,2.399794,37.288,2.602515,2.451109,1.389663,,
42333.60982,2.404825,37.289,2.587408,2.44608,1.379605,,
42333.60982,2.409857,37.29,2.587408,2.441051,1.384634,,
42333.60982,2.409857,37.291,2.597479,2.436022,1.379605,,
42333.60982,2.404825,37.292,2.597479,2.44608,1.384634,,
42333.60982,2.404825,37.293,2.602515,2.451109,1.379605,,
42333.60982,2.399794,37.294,2.597479,2.451109,1.389663,,
42333.60982,2.399794,37.295,2.587408,2.456138,1.384634,,
42333.60982,2.394762,37.296,2.597479,2.461167,1.379605,,
42333.60982,2.394762,37.297,2.602515,2.461167,1.384634,,
42333.60982,2.399794,37.298,2.587408,2.461167,1.384634,,
42333.60982,2.399794,37.299,2.592444,2.451109,1.379605,,
42333.60982,2.409857,37.3,2.597479,2.44608,1.389663,,
42333.60982,2.404825,37.301,2.597479,2.456138,1.384634,,
42333.60982,2.404825,37.302,2.587408,2.451109,1.384634,,
42333.60982,2.409857,37.303,2.597479,2.451109,1.389663,,
42333.60982,2.399794,37.304,2.592444,2.461167,1.384634,,
42333.60982,2.399794,37.305,2.592444,2.456138,1.379605,,
42333.60982,2.404825,37.306,2.592444,2.451109,1.394692,,
42333.60982,2.394762,37.307,2.592444,2.451109,1.389663,,
42333.60982,2.399794,37.308,2.597479,2.456138,1.379605,,
42333.60982,2.404825,37.309,2.592444,2.451109,1.374576,,
42333.60982,2.399794,37.31,2.602515,2.441051,1.379605,,
42333.60982,2.394762,37.311,2.587408,2.44608,1.379605,,
42333.60982,2.404825,37.312,2.607551,2.441051,1.389663,,
42333.60982,2.414889,37.313,2.602515,2.451109,1.389663,,
42333.60982,2.409857,37.314,2.602515,2.451109,1.379605,,
42333.60982,2.409857,37.315,2.587408,2.451109,1.384634,,
42333.60982,2.38973,37.316,2.592444,2.451109,1.384634,,
42333.60982,2.399794,37.317,2.597479,2.44608,1.384634,,
42333.60982,2.399794,37.318,2.597479,2.441051,1.384634,,
42333.60982,2.404825,37.319,2.602515,2.44608,1.394692,,
42333.60982,2.404825,37.32,2.597479,2.456138,1.389663,,
42333.60982,2.409857,37.321,2.602515,2.451109,1.389663,,
42333.60982,2.409857,37.322,2.602515,2.44608,1.384634,,
42333.60982,2.404825,37.323,2.602515,2.451109,1.379605,,
42333.60982,2.409857,37.324,2.597479,2.44608,1.389663,,
42333.60982,2.399794,37.325,2.587408,2.456138,1.389663,,
42333.60982,2.399794,37.326,2.597479,2.451109,1.384634,,
42333.60982,2.394762,37.327,2.597479,2.456138,1.384634,,
42333.60982,2.404825,37.328,2.592444,2.451109,1.389663,,
42333.60982,2.399794,37.329,2.597479,2.44608,1.384634,,
42333.60982,2.414889,37.33,2.597479,2.456138,1.384634,,
42333.60982,2.414889,37.331,2.602515,2.456138,1.389663,,
42333.60982,2.414889,37.332,2.602515,2.44608,1.384634,,
42333.60982,2.409857,37.333,2.607551,2.451109,1.384634,,
42333.60982,2.404825,37.334,2.602515,2.436022,1.379605,,
42333.60982,2.399794,37.335,2.597479,2.441051,1.389663,,
42333.60982,2.399794,37.336,2.597479,2.441051,1.384634,,
42333.60982,2.394762,37.337,2.592444,2.44608,1.384634,,
42333.60982,2.394762,37.338,2.602515,2.456138,1.384634,,
42333.60982,2.394762,37.339,2.587408,2.441051,1.379605,,
42333.60982,2.414889,37.34,2.597479,2.441051,1.389663,,
42333.60982,2.409857,37.341,2.592444,2.441051,1.384634,,
42333.60982,2.404825,37.342,2.597479,2.44608,1.389663,,
42333.60982,2.404825,37.343,2.607551,2.44608,1.389663,,
42333.60982,2.399794,37.344,2.597479,2.466196,1.389663,,
42333.60982,2.394762,37.345,2.592444,2.461167,1.384634,,
42333.60982,2.394762,37.346,2.602515,2.456138,1.389663,,
42333.60982,2.38973,37.347,2.597479,2.451109,1.384634,,
42333.60982,2.394762,37.348,2.592444,2.451109,1.394692,,
42333.60982,2.394762,37.349,2.592444,2.456138,1.389663,,
42333.60982,2.404825,37.35,2.597479,2.456138,1.384634,,
42333.60982,2.409857,37.351,2.597479,2.441051,1.389663,,
42333.60982,2.404825,37.352,2.607551,2.436022,1.389663,,
42333.60982,2.409857,37.353,2.602515,2.441051,1.384634,,
42333.60982,2.404825,37.354,2.597479,2.451109,1.384634,,
42333.60982,2.399794,37.355,2.587408,2.461167,1.389663,,
42333.60982,2.399794,37.356,2.597479,2.466196,1.384634,,
42333.60982,2.394762,37.357,2.597479,2.456138,1.384634,,
42333.60982,2.399794,37.358,2.597479,2.456138,1.389663,,
42333.60982,2.399794,37.359,2.597479,2.441051,1.389663,,
42333.60982,2.414889,37.36,2.597479,2.441051,1.379605,,
42333.60982,2.409857,37.361,2.592444,2.441051,1.384634,,
42333.60982,2.414889,37.362,2.602515,2.451109,1.384634,,
42333.60982,2.409857,37.363,2.607551,2.456138,1.389663,,
42333.60982,2.404825,37.364,2.597479,2.451109,1.384634,,
42333.60982,2.394762,37.365,2.592444,2.461167,1.374576,,
42333.60982,2.394762,37.366,2.597479,2.456138,1.389663,,
