TheTime,AIN0,,AIN1,AIN2,AIN3,,AVERAGE,AIN1,TIME,a
42333.62098,2.409857,11.544,2.582372,2.415906,1.384634,,,,,
42333.62098,2.445079,11.545,2.602515,2.436022,1.379605,,,,,
42333.62098,2.440047,11.546,2.607551,2.436022,1.384634,,,,,
42333.62098,2.38973,11.547,2.642801,2.410877,1.379605,,,,,
42333.62098,2.379667,11.548,2.657908,2.39579,1.389663,,,,,
42333.62098,2.394762,11.549,2.627694,2.405848,1.384634,,,,,
42333.62098,2.38973,11.55,2.577336,2.44608,1.389663,,,,,
42333.62098,2.379667,11.551,2.53705,2.466196,1.384634,,,,,
42333.62098,2.404825,11.552,2.572301,2.481283,1.379605,,,,,
42333.62098,2.379667,11.553,2.567265,2.476254,1.384634,,,,,
42333.62098,2.349477,11.554,2.567265,2.481283,1.379605,,,,,
42333.62098,2.364572,11.555,2.577336,2.481283,1.379605,,,,,
42333.62098,2.399794,11.556,2.572301,2.481283,1.384634,,,,,
42333.62098,2.414889,11.557,2.567265,2.491341,1.379605,,,,,
42333.62098,2.399794,11.558,2.597479,2.476254,1.389663,,,,,
42333.62098,2.409857,11.559,2.597479,2.466196,1.389663,,,,,
42333.62098,2.409857,11.56,2.602515,2.466196,1.389663,,,,,
42333.62098,2.399794,11.561,2.577336,2.476254,1.389663,,,,,
42333.62098,2.429984,11.562,2.577336,2.486312,1.389663,,,,,
42333.62098,2.445079,11.563,2.577336,2.511457,1.389663,,,,,
42333.62098,2.435016,11.564,2.542086,2.506428,1.379605,,,,,
42333.62098,2.424952,11.565,2.582372,2.481283,1.384634,,,,,
42333.62098,2.41992,11.566,2.63273,2.441051,1.379605,,,,,
42333.62098,2.429984,11.567,2.647837,2.430993,1.374576,,,,,
42333.62098,2.409857,11.568,2.612587,2.436022,1.384634,,,,,
42333.62098,2.424952,11.569,2.617622,2.44608,1.394692,,,,,
42333.62098,2.404825,11.57,2.617622,2.415906,1.379605,,,,,
42333.62098,2.384699,11.571,2.642801,2.405848,1.389663,,,,,
42333.62098,2.369603,11.572,2.657908,2.400819,1.379605,,,,,
42333.62098,2.354508,11.573,2.592444,2.405848,1.384634,,,,,
42333.62098,2.334382,11.574,2.557193,2.420935,1.379605,,,,,
42333.62098,2.35954,11.575,2.552158,2.405848,1.384634,,,,,
42333.62098,2.38973,11.576,2.587408,2.400819,1.389663,,,,,
42333.62098,2.379667,11.577,2.602515,2.425964,1.379605,,,,,
42333.62098,2.374635,11.578,2.557193,2.466196,1.389663,,,,,
42333.62098,2.429984,11.579,2.542086,2.491341,1.374576,,,,,
42333.62098,2.399794,11.58,2.567265,2.501399,1.384634,,,,,
42333.62098,2.414889,11.581,2.602515,2.49637,1.384634,,,,,
42333.62098,2.475269,11.582,2.582372,2.516486,1.389663,,,,,
42333.62098,2.445079,11.583,2.572301,2.506428,1.384634,,,,,
42333.62098,2.455142,11.584,2.577336,2.501399,1.384634,,,,,
42333.62098,2.41992,11.585,2.592444,2.476254,1.384634,,,,,
42333.62098,2.429984,11.586,2.63273,2.436022,1.394692,,,,,
42333.62098,2.409857,11.587,2.612587,2.430993,1.379605,,,,,
42333.62098,2.409857,11.588,2.607551,2.420935,1.399721,,,,,
42333.62098,2.429984,11.589,2.637765,2.39579,1.379605,,,,,
42333.62098,2.404825,11.59,2.647837,2.385732,1.384634,,,,,
42333.62098,2.409857,11.591,2.63273,2.390761,1.379605,,,,,
42333.62098,2.394762,11.592,2.607551,2.400819,1.389663,,,,,
42333.62098,2.429984,11.593,2.602515,2.420935,1.384634,,,,,
42333.62098,2.440047,11.594,2.597479,2.441051,1.389663,,,,,
42333.62098,2.429984,11.595,2.602515,2.451109,1.389663,,,,,
42333.62098,2.41992,11.596,2.622658,2.436022,1.379605,,,,,
42333.62098,2.38973,11.597,2.637765,2.425964,1.379605,,,,,
42333.62098,2.409857,11.598,2.622658,2.430993,1.389663,,,,,
42333.62098,2.369603,11.599,2.587408,2.425964,1.384634,,,,,
42333.62098,2.364572,11.6,2.572301,2.430993,1.384634,,,,,
42333.62098,2.379667,11.601,2.577336,2.441051,1.384634,,,,,
42333.62098,2.38973,11.602,2.572301,2.471225,1.394692,,,,,
42333.62098,2.404825,11.603,2.572301,2.481283,1.384634,,,,,
42333.62098,2.32935,11.604,2.562229,2.481283,1.384634,,,,,
42333.62098,2.379667,11.605,2.572301,2.481283,1.384634,,,,,
42333.62098,2.404825,11.606,2.592444,2.486312,1.389663,,,,,
42333.62098,2.41992,11.607,2.577336,2.481283,1.384634,,,,,
42333.62098,2.399794,11.608,2.587408,2.471225,1.384634,,,,,
42333.62098,2.409857,11.609,2.602515,2.461167,1.379605,,,,,
42333.62098,2.41992,11.61,2.592444,2.466196,1.389663,,,,,
42333.62098,2.394762,11.611,2.587408,2.471225,1.389663,,,,,
42333.62098,2.394762,11.612,2.572301,2.486312,1.384634,,,,,
42333.62098,2.424952,11.613,2.572301,2.49637,1.389663,,,,,
42333.62098,2.435016,11.614,2.567265,2.49637,1.384634,,,,,
42333.62098,2.399794,11.615,2.592444,2.476254,1.389663,,,,,
42333.62098,2.409857,11.616,2.607551,2.456138,1.379605,,,,,
42333.62098,2.41992,11.617,2.627694,2.436022,1.379605,,,,,
42333.62098,2.424952,11.618,2.642801,2.436022,1.384634,,,,,
42333.62098,2.404825,11.619,2.612587,2.44608,1.389663,,,,,
42333.62098,2.424952,11.62,2.622658,2.415906,1.379605,,,,,
42333.62098,2.394762,11.621,2.637765,2.405848,1.379605,,,,,
42333.62098,2.384699,11.622,2.627694,2.39579,1.389663,,,,,
42333.62098,2.384699,11.623,2.572301,2.410877,1.384634,,,,,
42333.62098,2.324318,11.624,2.577336,2.405848,1.384634,,,,,
42333.62098,2.35954,11.625,2.602515,2.39579,1.399721,,,,,
42333.62098,2.349477,11.626,2.572301,2.430993,1.384634,,,,,
42333.62098,2.399794,11.627,2.557193,2.471225,1.384634,,,,,
42333.62098,2.409857,11.628,2.547122,2.49637,1.384634,,,,,
42333.62098,2.379667,11.629,2.547122,2.491341,1.384634,,,,,
42333.62098,2.394762,11.63,2.587408,2.49637,1.384634,,,,,
42333.62098,2.38973,11.631,2.582372,2.506428,1.374576,,,,,
42333.62098,2.429984,11.632,2.567265,2.506428,1.389663,,,,,
42333.62098,2.450111,11.633,2.582372,2.491341,1.384634,,,,,
42333.62098,2.435016,11.634,2.602515,2.476254,1.384634,,,,,
42333.62098,2.435016,11.635,2.612587,2.461167,1.389663,,,,,
42333.62098,2.440047,11.636,2.617622,2.441051,1.379605,,,,,
42333.62098,2.409857,11.637,2.637765,2.415906,1.384634,,,,,
42333.62098,2.440047,11.638,2.647837,2.39579,1.394692,,,,,
42333.62098,2.394762,11.639,2.617622,2.39579,1.379605,,,,,
42333.62098,2.399794,11.64,2.612587,2.400819,1.384634,,,,,
42333.62098,2.394762,11.641,2.612587,2.400819,1.384634,,,,,
42333.62098,2.394762,11.642,2.627694,2.410877,1.379605,,,,,
42333.62098,2.409857,11.643,2.612587,2.430993,1.389663,,,,,
42333.62098,2.399794,11.644,2.577336,2.451109,1.394692,,,,,
42333.62098,2.41992,11.645,2.622658,2.441051,1.379605,,,,,
42333.62098,2.394762,11.646,2.637765,2.425964,1.374576,,,,,
42333.62098,2.399794,11.647,2.617622,2.410877,1.389663,,,,,
42333.62098,2.384699,11.648,2.63273,2.405848,1.374576,,,,,
42333.62098,2.38973,11.649,2.592444,2.425964,1.379605,,,,,
42333.62098,2.409857,11.65,2.582372,2.441051,1.394692,,,,,
42333.62098,2.384699,11.651,2.582372,2.44608,1.389663,,,,,
42333.62098,2.414889,11.652,2.582372,2.461167,1.379605,,,,,
42333.62098,2.404825,11.653,2.582372,2.471225,1.384634,,,,,
42333.62098,2.38973,11.654,2.572301,2.481283,1.374576,,,,,
42333.62098,2.38973,11.655,2.582372,2.481283,1.384634,,,,,
42333.62098,2.384699,11.656,2.607551,2.471225,1.379605,,,,,
42333.62098,2.384699,11.657,2.587408,2.476254,1.384634,,,,,
42333.62098,2.409857,11.658,2.577336,2.476254,1.379605,,,,,
42333.62098,2.38973,11.659,2.547122,2.49637,1.379605,,,,,
42333.62098,2.404825,11.66,2.572301,2.49637,1.384634,,,,,
42333.62098,2.394762,11.661,2.582372,2.471225,1.384634,,,,,
42333.62098,2.399794,11.662,2.587408,2.486312,1.394692,,,,,
42333.62098,2.41992,11.663,2.577336,2.506428,1.399721,,,,,
42333.62098,2.424952,11.664,2.572301,2.491341,1.384634,,,,,
42333.62098,2.424952,11.665,2.607551,2.461167,1.394692,,,,,
42333.62098,2.424952,11.666,2.637765,2.430993,1.384634,,,,,
42333.62098,2.41992,11.667,2.63273,2.436022,1.384634,,,,,
42333.62098,2.435016,11.668,2.627694,2.420935,1.384634,,,,,
42333.62098,2.41992,11.669,2.612587,2.441051,1.389663,,,,,
42333.62098,2.435016,11.67,2.617622,2.420935,1.384634,,,,,
42333.62098,2.38973,11.671,2.617622,2.415906,1.379605,,,,,
42333.62098,2.38973,11.672,2.607551,2.405848,1.384634,,,,,
42333.62098,2.38973,11.673,2.592444,2.405848,1.379605,,,,,
42333.62098,2.349477,11.674,2.612587,2.390761,1.389663,,,,,
42333.62098,2.364572,11.675,2.592444,2.415906,1.394692,,,,,
42333.62098,2.38973,11.676,2.572301,2.441051,1.384634,,,,,
42333.62098,2.41992,11.677,2.567265,2.476254,1.389663,,,,,
42333.62098,2.394762,11.678,2.557193,2.491341,1.384634,,,,,
42333.62098,2.38973,11.679,2.557193,2.49637,1.379605,,,,,
42333.62098,2.414889,11.68,2.577336,2.506428,1.389663,,,,,
42333.62098,2.404825,11.681,2.582372,2.501399,1.389663,,,,,
42333.62098,2.41992,11.682,2.562229,2.516486,1.384634,,,,,
42333.62098,2.41992,11.683,2.572301,2.506428,1.379605,,,,,
42333.62098,2.409857,11.684,2.582372,2.491341,1.379605,,,,,
42333.62098,2.414889,11.685,2.602515,2.476254,1.389663,,,,,
42333.62098,2.435016,11.686,2.642801,2.430993,1.384634,,,,,
42333.62098,2.424952,11.687,2.662944,2.410877,1.384634,,,,,
42333.62098,2.455142,11.688,2.647837,2.405848,1.394692,,,,,
42333.62098,2.41992,11.689,2.627694,2.39579,1.379605,,,,,
42333.62098,2.404825,11.69,2.597479,2.39579,1.384634,,,,,
42333.62098,2.409857,11.691,2.627694,2.385732,1.384634,,,,,
42333.62098,2.404825,11.692,2.637765,2.39579,1.384634,,,,,
42333.62098,2.394762,11.693,2.592444,2.420935,1.389663,,,,,
42333.62098,2.41992,11.694,2.577336,2.44608,1.394692,,,,,
42333.62098,2.424952,11.695,2.597479,2.430993,1.384634,,,,,
42333.62098,2.409857,11.696,2.617622,2.430993,1.384634,,,,,
42333.62098,2.394762,11.697,2.637765,2.410877,1.384634,,,,,
42333.62098,2.399794,11.698,2.612587,2.420935,1.379605,,,,,
42333.62098,2.384699,11.699,2.587408,2.430993,1.379605,,,,,
42333.62098,2.38973,11.7,2.582372,2.44608,1.394692,,,,,
42333.62098,2.38973,11.701,2.577336,2.44608,1.384634,,,,,
42333.62098,2.409857,11.702,2.572301,2.466196,1.389663,,,,,
42333.62098,2.414889,11.703,2.572301,2.476254,1.384634,,,,,
42333.62098,2.379667,11.704,2.567265,2.486312,1.384634,,,,,
42333.62098,2.399794,11.705,2.577336,2.481283,1.394692,,,,,
42333.62098,2.38973,11.706,2.592444,2.471225,1.379605,,,,,
42333.62098,2.38973,11.707,2.582372,2.476254,1.384634,,,,,
42333.62098,2.384699,11.708,2.577336,2.486312,1.379605,,,,,
42333.62098,2.384699,11.709,2.562229,2.49637,1.374576,,,,,
42333.62098,2.409857,11.71,2.572301,2.481283,1.384634,,,,,
42333.62098,2.399794,11.711,2.592444,2.486312,1.379605,,,,,
42333.62098,2.409857,11.712,2.592444,2.486312,1.389663,,,,,
42333.62098,2.424952,11.713,2.587408,2.49637,1.389663,,,,,
42333.62098,2.445079,11.714,2.572301,2.481283,1.384634,,,,,
42333.62098,2.435016,11.715,2.597479,2.466196,1.384634,,,,,
42333.62098,2.429984,11.716,2.627694,2.441051,1.379605,,,,,
42333.62098,2.414889,11.717,2.63273,2.441051,1.389663,,,,,
42333.62098,2.409857,11.718,2.612587,2.430993,1.384634,,,,,
42333.62098,2.394762,11.719,2.622658,2.436022,1.384634,,,,,
42333.62098,2.409857,11.72,2.617622,2.430993,1.374576,,,,,
42333.62098,2.384699,11.721,2.642801,2.410877,1.384634,,,,,
42333.62098,2.379667,11.722,2.617622,2.415906,1.384634,,,,,
42333.62098,2.384699,11.723,2.582372,2.39579,1.384634,,,,,
42333.62098,2.344445,11.724,2.622658,2.385732,1.384634,,,,,
42333.62098,2.339413,11.725,2.597479,2.400819,1.394692,,,,,
42333.62098,2.384699,11.726,2.567265,2.430993,1.374576,,,,,
42333.62098,2.424952,11.727,2.567265,2.466196,1.384634,,,,,
42333.62098,2.38973,11.728,2.552158,2.476254,1.379605,,,,,
42333.62098,2.384699,11.729,2.567265,2.491341,1.384634,,,,,
42333.62098,2.424952,11.73,2.587408,2.491341,1.384634,,,,,
42333.62098,2.404825,11.731,2.572301,2.501399,1.384634,,,,,
42333.62098,2.409857,11.732,2.572301,2.521515,1.384634,,,,,
42333.62098,2.41992,11.733,2.572301,2.516486,1.384634,,,,,
42333.62098,2.409857,11.734,2.587408,2.49637,1.384634,,,,,
42333.62098,2.399794,11.735,2.597479,2.476254,1.394692,,,,,
42333.62098,2.409857,11.736,2.592444,2.466196,1.384634,,,,,
42333.62098,2.424952,11.737,2.642801,2.436022,1.384634,,,,,
42333.62098,2.440047,11.738,2.627694,2.425964,1.394692,,,,,
42333.62098,2.429984,11.739,2.642801,2.390761,1.384634,,,,,
42333.62098,2.399794,11.74,2.647837,2.380703,1.384634,,,,,
42333.62098,2.414889,11.741,2.642801,2.365616,1.379605,,,,,
42333.62098,2.384699,11.742,2.647837,2.380703,1.384634,,,,,
42333.62098,2.394762,11.743,2.612587,2.400819,1.394692,,,,,
42333.62098,2.424952,11.744,2.582372,2.441051,1.394692,,,,,
42333.62098,2.445079,11.745,2.592444,2.451109,1.389663,,,,,
42333.62098,2.435016,11.746,2.627694,2.456138,1.379605,,,,,
42333.62098,2.38973,11.747,2.642801,2.425964,1.379605,,,,,
42333.62098,2.404825,11.748,2.642801,2.430993,1.384634,,,,,
42333.62098,2.384699,11.749,2.592444,2.44608,1.384634,,,,,
42333.62098,2.369603,11.75,2.562229,2.451109,1.389663,,,,,
42333.62098,2.384699,11.751,2.567265,2.466196,1.384634,,,,,
42333.62098,2.404825,11.752,2.577336,2.466196,1.384634,,,,,
42333.62098,2.409857,11.753,2.577336,2.486312,1.389663,,,,,
42333.62098,2.379667,11.754,2.567265,2.486312,1.384634,,,,,
42333.62098,2.394762,11.755,2.582372,2.481283,1.389663,,,,,
42333.62098,2.404825,11.756,2.582372,2.476254,1.379605,,,,,
42333.62098,2.374635,11.757,2.572301,2.466196,1.379605,,,,,
42333.62098,2.384699,11.758,2.582372,2.481283,1.389663,,,,,
42333.62098,2.38973,11.759,2.582372,2.476254,1.379605,,,,,
42333.62098,2.409857,11.76,2.587408,2.476254,1.389663,,,,,
42333.62098,2.404825,11.761,2.592444,2.486312,1.384634,,,,,
42333.62098,2.409857,11.762,2.572301,2.491341,1.384634,,,,,
42333.62098,2.429984,11.763,2.592444,2.501399,1.389663,,,,,
42333.62098,2.435016,11.764,2.582372,2.481283,1.384634,,,,,
42333.62098,2.429984,11.765,2.607551,2.461167,1.389663,,,,,
42333.62098,2.429984,11.766,2.627694,2.451109,1.389663,,,,,
42333.62098,2.424952,11.767,2.63273,2.441051,1.384634,,,,,
42333.62098,2.41992,11.768,2.612587,2.430993,1.389663,,,,,
42333.62098,2.399794,11.769,2.607551,2.436022,1.384634,,,,,
42333.62098,2.414889,11.77,2.617622,2.420935,1.384634,,,,,
42333.62098,2.384699,11.771,2.637765,2.400819,1.384634,,,,,
42333.62098,2.384699,11.772,2.617622,2.405848,1.389663,,,,,
42333.62098,2.374635,11.773,2.582372,2.400819,1.379605,,,,,
42333.62098,2.349477,11.774,2.612587,2.390761,1.389663,,,,,
42333.62098,2.364572,11.775,2.592444,2.405848,1.399721,,,,,
42333.62098,2.399794,11.776,2.572301,2.436022,1.384634,,,,,
42333.62098,2.41992,11.777,2.562229,2.466196,1.384634,,,,,
42333.62098,2.384699,11.778,2.547122,2.491341,1.389663,,,,,
42333.62098,2.38973,11.779,2.562229,2.49637,1.384634,,,,,
42333.62098,2.414889,11.78,2.577336,2.49637,1.384634,,,,,
42333.62098,2.38973,11.781,2.582372,2.501399,1.374576,,,,,
42333.62098,2.409857,11.782,2.562229,2.511457,1.384634,,,,,
42333.62098,2.435016,11.783,2.577336,2.506428,1.384634,,,,,
42333.62098,2.424952,11.784,2.592444,2.481283,1.389663,,,,,
42333.62098,2.424952,11.785,2.597479,2.471225,1.384634,,,,,
42333.62098,2.429984,11.786,2.602515,2.451109,1.379605,,,,,
42333.62098,2.445079,11.787,2.642801,2.430993,1.384634,,,,,
42333.62098,2.429984,11.788,2.617622,2.441051,1.384634,,,,,
42333.62098,2.429984,11.789,2.612587,2.39579,1.379605,,,,,
42333.62098,2.404825,11.79,2.647837,2.385732,1.384634,,,,,
42333.62098,2.394762,11.791,2.627694,2.390761,1.384634,,,,,
42333.62098,2.384699,11.792,2.652873,2.380703,1.389663,,,,,
42333.62098,2.38973,11.793,2.622658,2.390761,1.384634,,,,,
42333.62098,2.424952,11.794,2.582372,2.420935,1.394692,,,,,
42333.62098,2.450111,11.795,2.592444,2.425964,1.379605,,,,,
42333.62098,2.409857,11.796,2.617622,2.425964,1.389663,,,,,
42333.62098,2.394762,11.797,2.647837,2.410877,1.389663,,,,,
42333.62098,2.399794,11.798,2.637765,2.410877,1.389663,,,,,
42333.62098,2.384699,11.799,2.587408,2.441051,1.379605,,,,,
42333.62098,2.379667,11.8,2.567265,2.456138,1.394692,,,,,
42333.62098,2.384699,11.801,2.572301,2.456138,1.384634,,,,,
42333.62098,2.414889,11.802,2.587408,2.476254,1.389663,,,,,
42333.62098,2.394762,11.803,2.567265,2.481283,1.389663,,,,,
42333.62098,2.374635,11.804,2.557193,2.481283,1.389663,,,,,
42333.62098,2.38973,11.805,2.577336,2.486312,1.389663,,,,,
42333.62098,2.414889,11.806,2.577336,2.486312,1.389663,,,,,
42333.62098,2.394762,11.807,2.592444,2.476254,1.389663,,,,,
42333.62098,2.384699,11.808,2.587408,2.466196,1.384634,,,,,
42333.62098,2.38973,11.809,2.577336,2.466196,1.384634,,,,,
42333.62098,2.409857,11.81,2.572301,2.476254,1.389663,,,,,
42333.62098,2.394762,11.811,2.567265,2.486312,1.384634,,,,,
42333.62098,2.414889,11.812,2.582372,2.486312,1.384634,,,,,
42333.62098,2.435016,11.813,2.592444,2.49637,1.394692,,,,,
42333.62098,2.440047,11.814,2.577336,2.506428,1.374576,,,,,
42333.62098,2.424952,11.815,2.592444,2.476254,1.384634,,,,,
42333.62098,2.424952,11.816,2.612587,2.461167,1.384634,,,,,
42333.62098,2.424952,11.817,2.622658,2.44608,1.384634,,,,,
42333.62098,2.409857,11.818,2.627694,2.436022,1.384634,,,,,
42333.62098,2.394762,11.819,2.627694,2.430993,1.389663,,,,,
42333.62098,2.414889,11.82,2.637765,2.415906,1.384634,,,,,
42333.62098,2.38973,11.821,2.63273,2.400819,1.389663,,,,,
42333.62098,2.384699,11.822,2.602515,2.410877,1.389663,,,,,
42333.62098,2.384699,11.823,2.592444,2.400819,1.394692,,,,,
42333.62098,2.344445,11.824,2.622658,2.390761,1.389663,,,,,
42333.62098,2.364572,11.825,2.592444,2.405848,1.394692,,,,,
42333.62098,2.409857,11.826,2.577336,2.441051,1.379605,,,,,
42333.62098,2.409857,11.827,2.567265,2.461167,1.379605,,,,,
42333.62098,2.38973,11.828,2.562229,2.471225,1.384634,,,,,
42333.62098,2.399794,11.829,2.562229,2.501399,1.384634,,,,,
42333.62098,2.41992,11.83,2.572301,2.506428,1.379605,,,,,
42333.62098,2.38973,11.831,2.567265,2.501399,1.384634,,,,,
42333.62098,2.414889,11.832,2.567265,2.516486,1.384634,,,,,
42333.62098,2.440047,11.833,2.577336,2.486312,1.384634,,,,,
42333.62098,2.399794,11.834,2.587408,2.481283,1.389663,,,,,
42333.62098,2.429984,11.835,2.602515,2.466196,1.384634,,,,,
42333.62098,2.424952,11.836,2.592444,2.456138,1.379605,,,,,
42333.62098,2.429984,11.837,2.622658,2.441051,1.379605,,,,,
42333.62098,2.440047,11.838,2.63273,2.430993,1.389663,,,,,
42333.62098,2.41992,11.839,2.617622,2.405848,1.384634,,,,,
42333.62098,2.404825,11.84,2.652873,2.385732,1.369547,,,,,
42333.62098,2.399794,11.841,2.652873,2.375674,1.379605,,,,,
42333.62098,2.379667,11.842,2.652873,2.370645,1.384634,,,,,
42333.62098,2.399794,11.843,2.622658,2.390761,1.384634,,,,,
42333.62098,2.414889,11.844,2.567265,2.436022,1.394692,,,,,
42333.62098,2.445079,11.845,2.597479,2.436022,1.384634,,,,,
42333.62098,2.424952,11.846,2.622658,2.425964,1.384634,,,,,
42333.62098,2.399794,11.847,2.657908,2.405848,1.384634,,,,,
42333.62098,2.429984,11.848,2.63273,2.410877,1.379605,,,,,
42333.62098,2.379667,11.849,2.592444,2.420935,1.379605,,,,,
42333.62098,2.379667,11.85,2.572301,2.451109,1.389663,,,,,
42333.62098,2.394762,11.851,2.567265,2.461167,1.389663,,,,,
42333.62098,2.409857,11.852,2.577336,2.471225,1.389663,,,,,
42333.62098,2.399794,11.853,2.567265,2.481283,1.384634,,,,,
42333.62098,2.374635,11.854,2.562229,2.476254,1.384634,,,,,
42333.62098,2.404825,11.855,2.587408,2.471225,1.384634,,,,,
42333.62098,2.409857,11.856,2.582372,2.476254,1.389663,,,,,
42333.62098,2.369603,11.857,2.577336,2.456138,1.389663,,,,,
42333.62098,2.374635,11.858,2.572301,2.476254,1.374576,,,,,
42333.62098,2.374635,11.859,2.552158,2.486312,1.389663,,,,,
42333.62098,2.404825,11.86,2.567265,2.491341,1.384634,,,,,
42333.62098,2.394762,11.861,2.607551,2.491341,1.389663,,,,,
42333.62098,2.409857,11.862,2.602515,2.486312,1.389663,,,,,
42333.62098,2.424952,11.863,2.597479,2.481283,1.394692,,,,,
42333.62098,2.450111,11.864,2.567265,2.486312,1.389663,,,,,
42333.62098,2.445079,11.865,2.602515,2.466196,1.384634,,,,,
42333.62098,2.435016,11.866,2.607551,2.456138,1.384634,,,,,
42333.62098,2.450111,11.867,2.617622,2.451109,1.394692,,,,,
42333.62098,2.429984,11.868,2.617622,2.44608,1.384634,,,,,
42333.62098,2.38973,11.869,2.612587,2.441051,1.394692,,,,,
42333.62098,2.404825,11.87,2.627694,2.415906,1.384634,,,,,
42333.62098,2.38973,11.871,2.642801,2.410877,1.379605,,,,,
42333.62098,2.384699,11.872,2.622658,2.400819,1.379605,,,,,
42333.62098,2.349477,11.873,2.587408,2.400819,1.384634,,,,,
42333.62098,2.349477,11.874,2.592444,2.390761,1.379605,,,,,
42333.62098,2.379667,11.875,2.592444,2.385732,1.389663,,,,,
42333.62098,2.38973,11.876,2.572301,2.425964,1.379605,,,,,
42333.62098,2.404825,11.877,2.572301,2.441051,1.389663,,,,,
42333.62098,2.384699,11.878,2.53705,2.471225,1.384634,,,,,
42333.62098,2.404825,11.879,2.567265,2.491341,1.384634,,,,,
42333.62098,2.414889,11.88,2.587408,2.491341,1.389663,,,,,
42333.62098,2.394762,11.881,2.582372,2.501399,1.384634,,,,,
42333.62098,2.440047,11.882,2.557193,2.516486,1.379605,,,,,
42333.62098,2.435016,11.883,2.577336,2.506428,1.379605,,,,,
42333.62098,2.414889,11.884,2.577336,2.49637,1.389663,,,,,
42333.62098,2.41992,11.885,2.592444,2.476254,1.389663,,,,,
42333.62098,2.38973,11.886,2.577336,2.471225,1.384634,,,,,
42333.62098,2.414889,11.887,2.587408,2.461167,1.389663,,,,,
42333.62098,2.414889,11.888,2.63273,2.441051,1.389663,,,,,
42333.62098,2.435016,11.889,2.642801,2.400819,1.379605,,,,,
42333.62098,2.41992,11.89,2.66798,2.355558,1.384634,,,,,
42333.62098,2.414889,11.891,2.688123,2.365616,1.384634,,,,,
42333.62098,2.38973,11.892,2.627694,2.370645,1.389663,,,,,
42333.62098,2.38973,11.893,2.592444,2.385732,1.384634,,,,,
42333.62098,2.414889,11.894,2.587408,2.425964,1.399721,,,,,
42333.62098,2.450111,11.895,2.592444,2.436022,1.384634,,,,,
42333.62098,2.440047,11.896,2.607551,2.451109,1.384634,,,,,
42333.62098,2.38973,11.897,2.622658,2.415906,1.384634,,,,,
42333.62098,2.404825,11.898,2.647837,2.410877,1.384634,,,,,
42333.62098,2.394762,11.899,2.607551,2.425964,1.384634,,,,,
42333.62098,2.354508,11.9,2.572301,2.451109,1.379605,,,,,
42333.62098,2.379667,11.901,2.562229,2.466196,1.384634,,,,,
42333.62098,2.409857,11.902,2.582372,2.466196,1.379605,,,,,
42333.62098,2.429984,11.903,2.567265,2.486312,1.379605,,,,,
42333.62098,2.354508,11.904,2.552158,2.486312,1.384634,,,,,
42333.62098,2.38973,11.905,2.577336,2.476254,1.389663,,,,,
42333.62098,2.38973,11.906,2.582372,2.466196,1.384634,,,,,
42333.62098,2.384699,11.907,2.572301,2.466196,1.389663,,,,,
42333.62098,2.38973,11.908,2.592444,2.471225,1.384634,,,,,
42333.62098,2.394762,11.909,2.582372,2.466196,1.389663,,,,,
42333.62098,2.41992,11.91,2.607551,2.481283,1.384634,,,,,
42333.62098,2.399794,11.911,2.597479,2.476254,1.374576,,,,,
42333.62098,2.409857,11.912,2.582372,2.481283,1.384634,,,,,
42333.62098,2.429984,11.913,2.567265,2.511457,1.384634,,,,,
42333.62098,2.435016,11.914,2.547122,2.511457,1.384634,,,,,
42333.62098,2.435016,11.915,2.587408,2.486312,1.384634,,,,,
42333.62098,2.435016,11.916,2.617622,2.451109,1.389663,,,,,
42333.62098,2.429984,11.917,2.647837,2.425964,1.379605,,,,,
42333.62098,2.399794,11.918,2.642801,2.415906,1.389663,,,,,
42333.62098,2.394762,11.919,2.622658,2.420935,1.389663,,,,,
42333.62098,2.414889,11.92,2.612587,2.425964,1.389663,,,,,
42333.62098,2.394762,11.921,2.612587,2.415906,1.384634,,,,,
42333.62098,2.38973,11.922,2.607551,2.410877,1.384634,,,,,
42333.62098,2.38973,11.923,2.592444,2.405848,1.384634,,,,,
42333.62098,2.384699,11.924,2.642801,2.385732,1.389663,,,,,
42333.62098,2.354508,11.925,2.622658,2.39579,1.384634,,,,,
42333.62098,2.38973,11.926,2.572301,2.425964,1.389663,,,,,
42333.62098,2.394762,11.927,2.557193,2.476254,1.384634,,,,,
42333.62098,2.399794,11.928,2.547122,2.491341,1.379605,,,,,
42333.62098,2.364572,11.929,2.547122,2.49637,1.384634,,,,,
42333.62098,2.404825,11.93,2.587408,2.511457,1.384634,,,,,
42333.62098,2.404825,11.931,2.577336,2.511457,1.389663,,,,,
42333.62098,2.404825,11.932,2.562229,2.521515,1.384634,,,,,
42333.62098,2.435016,11.933,2.577336,2.516486,1.379605,,,,,
42333.62098,2.424952,11.934,2.577336,2.49637,1.389663,,,,,
42333.62098,2.409857,11.935,2.592444,2.481283,1.379605,,,,,
42333.62098,2.429984,11.936,2.582372,2.471225,1.384634,,,,,
42333.62098,2.41992,11.937,2.612587,2.441051,1.389663,,,,,
42333.62098,2.429984,11.938,2.637765,2.420935,1.394692,,,,,
42333.62098,2.424952,11.939,2.642801,2.390761,1.379605,,,,,
42333.62098,2.399794,11.94,2.673016,2.370645,1.389663,,,,,
42333.62098,2.409857,11.941,2.647837,2.365616,1.384634,,,,,
